variant,binary,version,dataset,run_index,seed,population,islands,generations,mutation_rate,elite_count,reported_length,cuda_elapsed_ms,generations_completed,target_reached,best_tour_path,status,notes
gpu_naive,build/GPU-Naive,gpu_naive,data/berlin52.tsp,1,100,NA,NA,NA,NA,NA,8181,0.133458,NA,NA,39 37 36 38 35 34 33 43 45 47 23 4 14 5 3 24 11 27 26 25 46 12 13 51 10 50 32 42 9 8 7 40 18 44 31 48 0 21 30 17 2 16 20 22 19 49 15 28 29 41 6 1 39,ok,
cuda_ga,build/CUDA-GA,cuda_ga,data/berlin52.tsp,1,100,512,NA,2000,0.03,4,7640,885.369,NA,NA,21 30 17 2 16 20 41 6 1 29 22 19 49 28 15 43 45 37 39 38 35 34 33 36 47 23 4 14 5 3 24 11 27 26 25 46 12 13 51 10 50 32 42 9 8 7 40 18 44 31 48 0 21,ok,
cuda_ga_no_greedy,build/CUDA-GA-no-greedy,cuda_ga_no_greedy,data/berlin52.tsp,1,100,512,NA,2000,0.03,4,8180,898.752,NA,NA,44 18 40 7 8 9 38 39 36 37 23 47 24 11 27 26 25 46 12 13 51 10 50 32 42 3 5 14 4 45 43 33 34 35 48 31 0 21 17 30 22 19 49 15 28 29 1 6 41 20 16 2 44,ok,
cuda_ga_gpu_pop,build/CUDA-GA-GPU-Pop,GPU-Pop Control,data/berlin52.tsp,1,100,NA,256,2000,0.03,2,8964,349.978,2000,no,35 38 48 34 47 3 24 45 25 26 27 11 50 10 51 13 12 46 28 29 22 33 36 39 37 23 4 5 14 42 32 9 8 7 40 18 44 31 0 21 30 17 2 16 1 6 41 20 19 49 15 43 35,ok,
cuda_ga_gpu_pop_bankconflict,build/CUDA-GA-GPU-Pop-bankconflict,GPU-Pop Bank-Conflict Variant,data/berlin52.tsp,1,100,NA,256,2000,0.03,2,8964,329.422,2000,no,35 38 48 34 47 3 24 45 25 26 27 11 50 10 51 13 12 46 28 29 22 33 36 39 37 23 4 5 14 42 32 9 8 7 40 18 44 31 0 21 30 17 2 16 1 6 41 20 19 49 15 43 35,ok,
cuda_ga_gpu_pop_bitset,build/CUDA-GA-GPU-Pop-bitset,GPU-Pop Bitset Variant,data/berlin52.tsp,1,100,NA,256,2000,0.03,2,8964,284.071,2000,no,35 38 48 34 47 3 24 45 25 26 27 11 50 10 51 13 12 46 28 29 22 33 36 39 37 23 4 5 14 42 32 9 8 7 40 18 44 31 0 21 30 17 2 16 1 6 41 20 19 49 15 43 35,ok,
cuda_ga_gpu_pop_parallel_sort,build/GA-GPU-POP-ParallelSort,GA-GPU-POP-ParallelSort,data/berlin52.tsp,1,100,NA,256,2000,0.03,2,9025,264.315,NA,NA,12 51 10 50 24 3 5 4 14 23 47 36 33 34 35 0 48 31 17 20 41 1 6 16 2 40 8 9 7 18 44 30 21 45 15 49 19 22 29 28 43 38 39 37 42 32 11 27 26 25 46 13 12,ok,
cuda_ga_gpu_pop_aos,build/GA-GPU-POP-AoS,GA-GPU-POP-AoS,data/berlin52.tsp,1,100,NA,256,2000,0.03,2,8964,824.895,NA,NA,35 38 48 34 47 3 24 45 25 26 27 11 50 10 51 13 12 46 28 29 22 33 36 39 37 23 4 5 14 42 32 9 8 7 40 18 44 31 0 21 30 17 2 16 1 6 41 20 19 49 15 43 35,ok,
cuda_ga_gpu_pop_global_dist,build/GA-GPU-POP-GlobalDist,GA-GPU-POP-GlobalDist,data/berlin52.tsp,1,100,NA,256,2000,0.03,2,8964,279.794,2000,no,35 38 48 34 47 3 24 45 25 26 27 11 50 10 51 13 12 46 28 29 22 33 36 39 37 23 4 5 14 42 32 9 8 7 40 18 44 31 0 21 30 17 2 16 1 6 41 20 19 49 15 43 35,ok,
cuda_ga_gpu_pop_verbose_comments,build/GA-GPU-POP-VerboseComments,GA-GPU-POP-VerboseComments,data/berlin52.tsp,1,100,NA,256,2000,0.03,2,8964,420.981,NA,NA,35 38 48 34 47 3 24 45 25 26 27 11 50 10 51 13 12 46 28 29 22 33 36 39 37 23 4 5 14 42 32 9 8 7 40 18 44 31 0 21 30 17 2 16 1 6 41 20 19 49 15 43 35,ok,
cuda_ga_b1_stride,build/CUDA-GA-B1-stride,cuda_ga_b1_stride,data/berlin52.tsp,1,100,NA,256,2000,0.03,2,9142,263.565,NA,NA,20 16 2 18 17 21 0 48 31 44 7 40 8 9 42 32 50 11 10 51 25 46 13 12 26 27 24 39 38 35 34 33 36 37 47 23 14 4 5 3 45 43 49 19 22 30 15 28 29 41 1 6 20,ok,
cuda_ga_b2_bitmask,build/CUDA-GA-B2-bitmask,cuda_ga_b2_bitmask,data/berlin52.tsp,1,100,NA,256,2000,0.03,2,9142,247.857,NA,NA,20 16 2 18 17 21 0 48 31 44 7 40 8 9 42 32 50 11 10 51 25 46 13 12 26 27 24 39 38 35 34 33 36 37 47 23 14 4 5 3 45 43 49 19 22 30 15 28 29 41 1 6 20,ok,
cuda_ga_b3_reduce,build/CUDA-GA-B3-reduce,cuda_ga_b3_reduce,data/berlin52.tsp,1,100,NA,256,2000,0.03,2,9142,247.381,NA,NA,20 16 2 18 17 21 0 48 31 44 7 40 8 9 42 32 50 11 10 51 25 46 13 12 26 27 24 39 38 35 34 33 36 37 47 23 14 4 5 3 45 43 49 19 22 30 15 28 29 41 1 6 20,ok,
cuda_ga_b3_shuffle,build/CUDA-GA-B3-shuffle,GPU-Pop B1+B2+B3-shuffle,data/berlin52.tsp,1,100,NA,256,2000,0.03,2,9142,246.635,NA,NA,20 16 2 18 17 21 0 48 31 44 7 40 8 9 42 32 50 11 10 51 25 46 13 12 26 27 24 39 38 35 34 33 36 37 47 23 14 4 5 3 45 43 49 19 22 30 15 28 29 41 1 6 20,ok,
cuda_ga_b4_global,build/CUDA-GA-B4-global,cuda_ga_b4_global,data/berlin52.tsp,1,100,NA,256,2000,0.03,2,9142,246.248,NA,NA,20 16 2 18 17 21 0 48 31 44 7 40 8 9 42 32 50 11 10 51 25 46 13 12 26 27 24 39 38 35 34 33 36 37 47 23 14 4 5 3 45 43 49 19 22 30 15 28 29 41 1 6 20,ok,
cuda_ga_b5_bigpop,build/CUDA-GA-B5-bigpop,cuda_ga_b5_bigpop,data/berlin52.tsp,1,100,NA,256,2000,0.03,2,7542,7519.08,NA,NA,4 14 5 3 24 11 27 26 25 46 12 13 51 10 50 32 42 9 8 7 40 18 44 31 48 0 21 30 17 2 16 20 41 6 1 29 22 19 49 28 15 45 43 33 34 35 38 39 36 37 47 23 4,ok,
cuda_ga_c1_stride,build/CUDA-GA-C1-stride,cuda_ga_c1_stride,data/berlin52.tsp,1,100,NA,256,2000,0.03,2,8237,265.573,NA,NA,13 51 10 50 32 42 9 8 7 40 18 44 31 35 48 21 0 30 20 41 6 1 29 16 2 17 22 19 49 28 15 43 45 47 23 37 39 38 33 34 36 4 14 5 3 24 11 27 26 25 46 12 13,ok,
cuda_ga_c2_bitmask,build/CUDA-GA-C2-bitmask,cuda_ga_c2_bitmask,data/berlin52.tsp,1,100,NA,256,2000,0.03,2,8237,245.93,NA,NA,13 51 10 50 32 42 9 8 7 40 18 44 31 35 48 21 0 30 20 41 6 1 29 16 2 17 22 19 49 28 15 43 45 47 23 37 39 38 33 34 36 4 14 5 3 24 11 27 26 25 46 12 13,ok,
cuda_ga_c3_reduce,build/CUDA-GA-C3-reduce,cuda_ga_c3_reduce,data/berlin52.tsp,1,100,NA,256,2000,0.03,2,8237,247.008,NA,NA,13 51 10 50 32 42 9 8 7 40 18 44 31 35 48 21 0 30 20 41 6 1 29 16 2 17 22 19 49 28 15 43 45 47 23 37 39 38 33 34 36 4 14 5 3 24 11 27 26 25 46 12 13,ok,
cuda_ga_c4_global,build/CUDA-GA-C4-global,cuda_ga_c4_global,data/berlin52.tsp,1,100,NA,256,2000,0.03,2,8237,249.982,NA,NA,13 51 10 50 32 42 9 8 7 40 18 44 31 35 48 21 0 30 20 41 6 1 29 16 2 17 22 19 49 28 15 43 45 47 23 37 39 38 33 34 36 4 14 5 3 24 11 27 26 25 46 12 13,ok,
cuda_ga_c5_bigpop,build/CUDA-GA-C5-bigpop,cuda_ga_c5_bigpop,data/berlin52.tsp,1,100,NA,256,2000,0.03,2,7542,7586.72,NA,NA,37 47 23 4 14 5 3 24 11 27 26 25 46 12 13 51 10 50 32 42 9 8 7 40 18 44 31 48 0 21 30 17 2 16 20 41 6 1 29 22 19 49 28 15 45 43 33 34 35 38 39 36 37,ok,
cuda_ga_b4_smem,build/CUDA-GA-B4-smem,GPU-Pop B1+B2+B3-shuffle+B4-smem,data/berlin52.tsp,1,100,NA,256,2000,0.03,2,9142,319.075,NA,NA,20 16 2 18 17 21 0 48 31 44 7 40 8 9 42 32 50 11 10 51 25 46 13 12 26 27 24 39 38 35 34 33 36 37 47 23 14 4 5 3 45 43 49 19 22 30 15 28 29 41 1 6 20,ok,
gpu_naive,build/GPU-Naive,gpu_naive,data/berlin52.tsp,2,101,NA,NA,NA,NA,NA,8181,0.130594,NA,NA,39 37 36 38 35 34 33 43 45 47 23 4 14 5 3 24 11 27 26 25 46 12 13 51 10 50 32 42 9 8 7 40 18 44 31 48 0 21 30 17 2 16 20 22 19 49 15 28 29 41 6 1 39,ok,
cuda_ga,build/CUDA-GA,cuda_ga,data/berlin52.tsp,2,101,512,NA,2000,0.03,4,7717,882.396,NA,NA,16 6 1 41 20 29 22 19 49 28 15 43 45 37 39 38 35 34 33 36 47 23 4 14 5 3 24 11 27 26 25 46 12 13 51 10 50 32 42 9 8 7 40 18 44 31 48 0 21 30 17 2 16,ok,
cuda_ga_no_greedy,build/CUDA-GA-no-greedy,cuda_ga_no_greedy,data/berlin52.tsp,2,101,512,NA,2000,0.03,4,8247,892.621,NA,NA,43 45 47 37 39 38 35 48 31 44 17 30 21 0 34 33 36 23 4 14 5 3 24 11 10 51 13 12 46 25 26 27 50 32 42 9 8 7 40 18 2 16 20 41 6 1 29 22 19 49 28 15 43,ok,
cuda_ga_gpu_pop,build/CUDA-GA-GPU-Pop,GPU-Pop Control,data/berlin52.tsp,2,101,NA,256,2000,0.03,2,9262,334.963,2000,no,2 16 41 6 1 29 20 30 17 18 40 7 9 8 32 3 14 23 47 37 5 24 27 25 46 26 12 13 51 10 50 11 45 36 38 34 35 33 43 15 28 19 49 22 21 0 31 48 39 4 42 44 2,ok,
cuda_ga_gpu_pop_bankconflict,build/CUDA-GA-GPU-Pop-bankconflict,GPU-Pop Bank-Conflict Variant,data/berlin52.tsp,2,101,NA,256,2000,0.03,2,9262,331.135,2000,no,2 16 41 6 1 29 20 30 17 18 40 7 9 8 32 3 14 23 47 37 5 24 27 25 46 26 12 13 51 10 50 11 45 36 38 34 35 33 43 15 28 19 49 22 21 0 31 48 39 4 42 44 2,ok,
cuda_ga_gpu_pop_bitset,build/CUDA-GA-GPU-Pop-bitset,GPU-Pop Bitset Variant,data/berlin52.tsp,2,101,NA,256,2000,0.03,2,9262,283.778,2000,no,2 16 41 6 1 29 20 30 17 18 40 7 9 8 32 3 14 23 47 37 5 24 27 25 46 26 12 13 51 10 50 11 45 36 38 34 35 33 43 15 28 19 49 22 21 0 31 48 39 4 42 44 2,ok,
cuda_ga_gpu_pop_parallel_sort,build/GA-GPU-POP-ParallelSort,GA-GPU-POP-ParallelSort,data/berlin52.tsp,2,101,NA,256,2000,0.03,2,8940,264.406,NA,NA,13 51 10 11 3 5 14 4 23 47 37 38 35 22 19 49 28 15 43 33 34 48 20 29 1 6 41 16 2 17 30 0 21 31 44 18 40 7 8 9 32 42 39 36 45 24 50 27 26 25 46 12 13,ok,
cuda_ga_gpu_pop_aos,build/GA-GPU-POP-AoS,GA-GPU-POP-AoS,data/berlin52.tsp,2,101,NA,256,2000,0.03,2,9262,826.458,NA,NA,2 16 41 6 1 29 20 30 17 18 40 7 9 8 32 3 14 23 47 37 5 24 27 25 46 26 12 13 51 10 50 11 45 36 38 34 35 33 43 15 28 19 49 22 21 0 31 48 39 4 42 44 2,ok,
cuda_ga_gpu_pop_global_dist,build/GA-GPU-POP-GlobalDist,GA-GPU-POP-GlobalDist,data/berlin52.tsp,2,101,NA,256,2000,0.03,2,9262,279.284,2000,no,2 16 41 6 1 29 20 30 17 18 40 7 9 8 32 3 14 23 47 37 5 24 27 25 46 26 12 13 51 10 50 11 45 36 38 34 35 33 43 15 28 19 49 22 21 0 31 48 39 4 42 44 2,ok,
cuda_ga_gpu_pop_verbose_comments,build/GA-GPU-POP-VerboseComments,GA-GPU-POP-VerboseComments,data/berlin52.tsp,2,101,NA,256,2000,0.03,2,9262,418.865,NA,NA,2 16 41 6 1 29 20 30 17 18 40 7 9 8 32 3 14 23 47 37 5 24 27 25 46 26 12 13 51 10 50 11 45 36 38 34 35 33 43 15 28 19 49 22 21 0 31 48 39 4 42 44 2,ok,
cuda_ga_b1_stride,build/CUDA-GA-B1-stride,cuda_ga_b1_stride,data/berlin52.tsp,2,101,NA,256,2000,0.03,2,9264,263.436,NA,NA,47 36 37 14 3 24 27 11 50 10 51 13 12 26 25 46 41 1 6 16 20 29 22 30 17 2 44 18 40 7 8 9 32 42 5 4 45 35 0 21 31 48 15 28 19 49 43 33 34 38 39 23 47,ok,
cuda_ga_b2_bitmask,build/CUDA-GA-B2-bitmask,cuda_ga_b2_bitmask,data/berlin52.tsp,2,101,NA,256,2000,0.03,2,9264,246.417,NA,NA,47 36 37 14 3 24 27 11 50 10 51 13 12 26 25 46 41 1 6 16 20 29 22 30 17 2 44 18 40 7 8 9 32 42 5 4 45 35 0 21 31 48 15 28 19 49 43 33 34 38 39 23 47,ok,
cuda_ga_b3_reduce,build/CUDA-GA-B3-reduce,cuda_ga_b3_reduce,data/berlin52.tsp,2,101,NA,256,2000,0.03,2,9264,246.777,NA,NA,47 36 37 14 3 24 27 11 50 10 51 13 12 26 25 46 41 1 6 16 20 29 22 30 17 2 44 18 40 7 8 9 32 42 5 4 45 35 0 21 31 48 15 28 19 49 43 33 34 38 39 23 47,ok,
cuda_ga_b3_shuffle,build/CUDA-GA-B3-shuffle,GPU-Pop B1+B2+B3-shuffle,data/berlin52.tsp,2,101,NA,256,2000,0.03,2,9264,247.877,NA,NA,47 36 37 14 3 24 27 11 50 10 51 13 12 26 25 46 41 1 6 16 20 29 22 30 17 2 44 18 40 7 8 9 32 42 5 4 45 35 0 21 31 48 15 28 19 49 43 33 34 38 39 23 47,ok,
cuda_ga_b4_global,build/CUDA-GA-B4-global,cuda_ga_b4_global,data/berlin52.tsp,2,101,NA,256,2000,0.03,2,9264,248.902,NA,NA,47 36 37 14 3 24 27 11 50 10 51 13 12 26 25 46 41 1 6 16 20 29 22 30 17 2 44 18 40 7 8 9 32 42 5 4 45 35 0 21 31 48 15 28 19 49 43 33 34 38 39 23 47,ok,
cuda_ga_b5_bigpop,build/CUDA-GA-B5-bigpop,cuda_ga_b5_bigpop,data/berlin52.tsp,2,101,NA,256,2000,0.03,2,7604,7499.13,NA,NA,7 40 18 44 31 48 0 21 30 17 2 16 20 41 6 1 29 22 19 49 28 15 43 45 36 33 34 35 38 39 37 47 23 4 14 5 3 24 11 27 26 25 46 12 13 51 10 50 32 42 9 8 7,ok,
cuda_ga_c1_stride,build/CUDA-GA-C1-stride,cuda_ga_c1_stride,data/berlin52.tsp,2,101,NA,256,2000,0.03,2,7960,263.221,NA,NA,8 7 40 18 44 2 16 20 41 6 1 29 22 19 49 15 28 45 33 43 0 21 30 17 31 48 34 35 38 36 39 37 47 23 4 14 5 3 24 11 27 26 25 46 12 13 51 10 50 32 42 9 8,ok,
cuda_ga_c2_bitmask,build/CUDA-GA-C2-bitmask,cuda_ga_c2_bitmask,data/berlin52.tsp,2,101,NA,256,2000,0.03,2,7960,248.757,NA,NA,8 7 40 18 44 2 16 20 41 6 1 29 22 19 49 15 28 45 33 43 0 21 30 17 31 48 34 35 38 36 39 37 47 23 4 14 5 3 24 11 27 26 25 46 12 13 51 10 50 32 42 9 8,ok,
cuda_ga_c3_reduce,build/CUDA-GA-C3-reduce,cuda_ga_c3_reduce,data/berlin52.tsp,2,101,NA,256,2000,0.03,2,7960,247.482,NA,NA,8 7 40 18 44 2 16 20 41 6 1 29 22 19 49 15 28 45 33 43 0 21 30 17 31 48 34 35 38 36 39 37 47 23 4 14 5 3 24 11 27 26 25 46 12 13 51 10 50 32 42 9 8,ok,
cuda_ga_c4_global,build/CUDA-GA-C4-global,cuda_ga_c4_global,data/berlin52.tsp,2,101,NA,256,2000,0.03,2,7960,249.478,NA,NA,8 7 40 18 44 2 16 20 41 6 1 29 22 19 49 15 28 45 33 43 0 21 30 17 31 48 34 35 38 36 39 37 47 23 4 14 5 3 24 11 27 26 25 46 12 13 51 10 50 32 42 9 8,ok,
cuda_ga_c5_bigpop,build/CUDA-GA-C5-bigpop,cuda_ga_c5_bigpop,data/berlin52.tsp,2,101,NA,256,2000,0.03,2,7542,7538.84,NA,NA,14 5 3 24 11 27 26 25 46 12 13 51 10 50 32 42 9 8 7 40 18 44 31 48 0 21 30 17 2 16 20 41 6 1 29 22 19 49 28 15 45 43 33 34 35 38 39 36 37 47 23 4 14,ok,
cuda_ga_b4_smem,build/CUDA-GA-B4-smem,GPU-Pop B1+B2+B3-shuffle+B4-smem,data/berlin52.tsp,2,101,NA,256,2000,0.03,2,9264,320.476,NA,NA,47 36 37 14 3 24 27 11 50 10 51 13 12 26 25 46 41 1 6 16 20 29 22 30 17 2 44 18 40 7 8 9 32 42 5 4 45 35 0 21 31 48 15 28 19 49 43 33 34 38 39 23 47,ok,
gpu_naive,build/GPU-Naive,gpu_naive,data/berlin52.tsp,3,102,NA,NA,NA,NA,NA,8181,0.130498,NA,NA,39 37 36 38 35 34 33 43 45 47 23 4 14 5 3 24 11 27 26 25 46 12 13 51 10 50 32 42 9 8 7 40 18 44 31 48 0 21 30 17 2 16 20 22 19 49 15 28 29 41 6 1 39,ok,
cuda_ga,build/CUDA-GA,cuda_ga,data/berlin52.tsp,3,102,512,NA,2000,0.03,4,8076,876.365,NA,NA,30 17 2 16 20 22 19 49 15 28 29 1 6 41 43 45 37 39 38 35 34 33 36 47 23 4 14 5 3 24 11 27 26 25 46 12 13 51 10 50 32 42 9 8 7 40 18 44 31 48 0 21 30,ok,
cuda_ga_no_greedy,build/CUDA-GA-no-greedy,cuda_ga_no_greedy,data/berlin52.tsp,3,102,512,NA,2000,0.03,4,7718,896.46,NA,NA,26 27 11 24 3 5 14 4 23 47 45 15 28 49 19 22 29 1 6 41 20 16 2 17 30 21 0 43 36 37 39 38 33 34 35 48 31 44 18 40 7 8 9 42 32 50 10 51 13 12 46 25 26,ok,
cuda_ga_gpu_pop,build/CUDA-GA-GPU-Pop,GPU-Pop Control,data/berlin52.tsp,3,102,NA,256,2000,0.03,2,9307,333.831,2000,no,14 37 35 48 34 33 45 24 11 10 51 12 13 46 25 27 26 50 3 32 42 44 18 40 9 8 7 39 36 38 31 0 21 30 17 2 16 20 41 6 1 29 22 49 19 28 15 43 47 23 4 5 14,ok,
cuda_ga_gpu_pop_bankconflict,build/CUDA-GA-GPU-Pop-bankconflict,GPU-Pop Bank-Conflict Variant,data/berlin52.tsp,3,102,NA,256,2000,0.03,2,9307,330.96,2000,no,14 37 35 48 34 33 45 24 11 10 51 12 13 46 25 27 26 50 3 32 42 44 18 40 9 8 7 39 36 38 31 0 21 30 17 2 16 20 41 6 1 29 22 49 19 28 15 43 47 23 4 5 14,ok,
cuda_ga_gpu_pop_bitset,build/CUDA-GA-GPU-Pop-bitset,GPU-Pop Bitset Variant,data/berlin52.tsp,3,102,NA,256,2000,0.03,2,9307,283.925,2000,no,14 37 35 48 34 33 45 24 11 10 51 12 13 46 25 27 26 50 3 32 42 44 18 40 9 8 7 39 36 38 31 0 21 30 17 2 16 20 41 6 1 29 22 49 19 28 15 43 47 23 4 5 14,ok,
cuda_ga_gpu_pop_parallel_sort,build/GA-GPU-POP-ParallelSort,GA-GPU-POP-ParallelSort,data/berlin52.tsp,3,102,NA,256,2000,0.03,2,9019,264.082,NA,NA,17 31 48 36 37 5 3 42 32 9 8 7 40 18 44 21 29 6 1 41 20 0 33 35 34 38 39 14 4 24 11 50 10 51 13 12 26 27 25 46 28 15 45 47 23 43 49 19 22 30 16 2 17,ok,
cuda_ga_gpu_pop_aos,build/GA-GPU-POP-AoS,GA-GPU-POP-AoS,data/berlin52.tsp,3,102,NA,256,2000,0.03,2,9307,825.075,NA,NA,14 37 35 48 34 33 45 24 11 10 51 12 13 46 25 27 26 50 3 32 42 44 18 40 9 8 7 39 36 38 31 0 21 30 17 2 16 20 41 6 1 29 22 49 19 28 15 43 47 23 4 5 14,ok,
cuda_ga_gpu_pop_global_dist,build/GA-GPU-POP-GlobalDist,GA-GPU-POP-GlobalDist,data/berlin52.tsp,3,102,NA,256,2000,0.03,2,9307,279.748,2000,no,14 37 35 48 34 33 45 24 11 10 51 12 13 46 25 27 26 50 3 32 42 44 18 40 9 8 7 39 36 38 31 0 21 30 17 2 16 20 41 6 1 29 22 49 19 28 15 43 47 23 4 5 14,ok,
cuda_ga_gpu_pop_verbose_comments,build/GA-GPU-POP-VerboseComments,GA-GPU-POP-VerboseComments,data/berlin52.tsp,3,102,NA,256,2000,0.03,2,9307,419.42,NA,NA,14 37 35 48 34 33 45 24 11 10 51 12 13 46 25 27 26 50 3 32 42 44 18 40 9 8 7 39 36 38 31 0 21 30 17 2 16 20 41 6 1 29 22 49 19 28 15 43 47 23 4 5 14,ok,
cuda_ga_b1_stride,build/CUDA-GA-B1-stride,cuda_ga_b1_stride,data/berlin52.tsp,3,102,NA,256,2000,0.03,2,9203,263.721,NA,NA,32 42 3 14 4 39 38 33 34 35 48 0 21 17 2 16 30 31 44 40 18 7 8 9 37 23 47 45 43 15 49 19 22 20 41 1 6 29 28 36 5 24 27 25 46 26 12 13 51 10 11 50 32,ok,
cuda_ga_b2_bitmask,build/CUDA-GA-B2-bitmask,cuda_ga_b2_bitmask,data/berlin52.tsp,3,102,NA,256,2000,0.03,2,9203,248.716,NA,NA,32 42 3 14 4 39 38 33 34 35 48 0 21 17 2 16 30 31 44 40 18 7 8 9 37 23 47 45 43 15 49 19 22 20 41 1 6 29 28 36 5 24 27 25 46 26 12 13 51 10 11 50 32,ok,
cuda_ga_b3_reduce,build/CUDA-GA-B3-reduce,cuda_ga_b3_reduce,data/berlin52.tsp,3,102,NA,256,2000,0.03,2,9203,248.636,NA,NA,32 42 3 14 4 39 38 33 34 35 48 0 21 17 2 16 30 31 44 40 18 7 8 9 37 23 47 45 43 15 49 19 22 20 41 1 6 29 28 36 5 24 27 25 46 26 12 13 51 10 11 50 32,ok,
cuda_ga_b3_shuffle,build/CUDA-GA-B3-shuffle,GPU-Pop B1+B2+B3-shuffle,data/berlin52.tsp,3,102,NA,256,2000,0.03,2,9203,248.495,NA,NA,32 42 3 14 4 39 38 33 34 35 48 0 21 17 2 16 30 31 44 40 18 7 8 9 37 23 47 45 43 15 49 19 22 20 41 1 6 29 28 36 5 24 27 25 46 26 12 13 51 10 11 50 32,ok,
cuda_ga_b4_global,build/CUDA-GA-B4-global,cuda_ga_b4_global,data/berlin52.tsp,3,102,NA,256,2000,0.03,2,9203,248.201,NA,NA,32 42 3 14 4 39 38 33 34 35 48 0 21 17 2 16 30 31 44 40 18 7 8 9 37 23 47 45 43 15 49 19 22 20 41 1 6 29 28 36 5 24 27 25 46 26 12 13 51 10 11 50 32,ok,
cuda_ga_b5_bigpop,build/CUDA-GA-B5-bigpop,cuda_ga_b5_bigpop,data/berlin52.tsp,3,102,NA,256,2000,0.03,2,7585,7517.05,NA,NA,22 29 1 6 41 20 16 2 17 30 21 0 48 31 44 18 40 7 8 9 42 32 50 10 51 13 12 46 25 26 27 11 24 3 5 47 23 4 14 37 36 39 38 35 34 33 43 45 15 28 49 19 22,ok,
cuda_ga_c1_stride,build/CUDA-GA-C1-stride,cuda_ga_c1_stride,data/berlin52.tsp,3,102,NA,256,2000,0.03,2,8079,263.871,NA,NA,34 33 43 45 47 23 4 14 5 3 24 11 27 26 25 46 12 13 51 10 50 32 42 9 8 7 40 18 44 31 0 48 21 17 30 20 22 19 49 15 28 29 41 1 6 16 2 39 37 36 38 35 34,ok,
cuda_ga_c2_bitmask,build/CUDA-GA-C2-bitmask,cuda_ga_c2_bitmask,data/berlin52.tsp,3,102,NA,256,2000,0.03,2,8079,247.655,NA,NA,34 33 43 45 47 23 4 14 5 3 24 11 27 26 25 46 12 13 51 10 50 32 42 9 8 7 40 18 44 31 0 48 21 17 30 20 22 19 49 15 28 29 41 1 6 16 2 39 37 36 38 35 34,ok,
cuda_ga_c3_reduce,build/CUDA-GA-C3-reduce,cuda_ga_c3_reduce,data/berlin52.tsp,3,102,NA,256,2000,0.03,2,8079,247.48,NA,NA,34 33 43 45 47 23 4 14 5 3 24 11 27 26 25 46 12 13 51 10 50 32 42 9 8 7 40 18 44 31 0 48 21 17 30 20 22 19 49 15 28 29 41 1 6 16 2 39 37 36 38 35 34,ok,
cuda_ga_c4_global,build/CUDA-GA-C4-global,cuda_ga_c4_global,data/berlin52.tsp,3,102,NA,256,2000,0.03,2,8079,248.634,NA,NA,34 33 43 45 47 23 4 14 5 3 24 11 27 26 25 46 12 13 51 10 50 32 42 9 8 7 40 18 44 31 0 48 21 17 30 20 22 19 49 15 28 29 41 1 6 16 2 39 37 36 38 35 34,ok,
cuda_ga_c5_bigpop,build/CUDA-GA-C5-bigpop,cuda_ga_c5_bigpop,data/berlin52.tsp,3,102,NA,256,2000,0.03,2,7542,7507.01,NA,NA,24 11 27 26 25 46 12 13 51 10 50 32 42 9 8 7 40 18 44 31 48 0 21 30 17 2 16 20 41 6 1 29 22 19 49 28 15 45 43 33 34 35 38 39 36 37 47 23 4 14 5 3 24,ok,
cuda_ga_b4_smem,build/CUDA-GA-B4-smem,GPU-Pop B1+B2+B3-shuffle+B4-smem,data/berlin52.tsp,3,102,NA,256,2000,0.03,2,9203,319.237,NA,NA,32 42 3 14 4 39 38 33 34 35 48 0 21 17 2 16 30 31 44 40 18 7 8 9 37 23 47 45 43 15 49 19 22 20 41 1 6 29 28 36 5 24 27 25 46 26 12 13 51 10 11 50 32,ok,
gpu_naive,build/GPU-Naive,gpu_naive,data/berlin52.tsp,4,103,NA,NA,NA,NA,NA,8181,0.130249,NA,NA,39 37 36 38 35 34 33 43 45 47 23 4 14 5 3 24 11 27 26 25 46 12 13 51 10 50 32 42 9 8 7 40 18 44 31 48 0 21 30 17 2 16 20 22 19 49 15 28 29 41 6 1 39,ok,
cuda_ga,build/CUDA-GA,cuda_ga,data/berlin52.tsp,4,103,512,NA,2000,0.03,4,7640,875.205,NA,NA,18 44 31 48 0 21 30 17 2 16 20 41 6 1 29 22 19 49 28 15 43 45 37 39 38 35 34 33 36 47 23 4 14 5 3 24 11 27 26 25 46 12 13 51 10 50 32 42 9 8 7 40 18,ok,
cuda_ga_no_greedy,build/CUDA-GA-no-greedy,cuda_ga_no_greedy,data/berlin52.tsp,4,103,512,NA,2000,0.03,4,8127,891.006,NA,NA,5 14 4 23 47 45 43 33 34 35 38 39 36 37 24 11 50 10 51 13 12 26 27 25 46 28 15 49 19 29 22 0 48 31 21 17 30 20 41 1 6 16 2 44 18 40 7 8 9 32 42 3 5,ok,
cuda_ga_gpu_pop,build/CUDA-GA-GPU-Pop,GPU-Pop Control,data/berlin52.tsp,4,103,NA,256,2000,0.03,2,9056,334.599,2000,no,44 2 18 40 7 8 9 42 14 4 37 33 43 45 47 23 5 3 24 11 27 26 46 25 12 13 51 10 50 32 0 21 17 16 6 1 41 20 30 22 29 19 49 28 15 36 39 38 34 35 48 31 44,ok,
